# Program:featureCounts v1.6.1; Command:"featureCounts" "-T" "4" "-t" "gene" "-g" "ID" "-O" "-s" "1" "-a" "Arabidopsis_thaliana.TAIR10.40.gff3" "-o" "results/KO2_feature.out" "results/KO2_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/KO2_Aligned.sortedByCoord.out.bam
gene:AT1G05940	1	1801110	1804000	-	2891	254
gene:AT1G05950	1	1804401	1807670	-	3270	59
gene:AT1G05960	1	1807960	1815568	-	7609	408
gene:AT1G05970	1	1815825	1817336	-	1512	30
gene:AT1G05990	1	1818392	1819184	+	793	0
gene:AT1G06000	1	1820308	1821894	-	1587	369
gene:AT1G06010	1	1822583	1824236	+	1654	15
gene:AT1G06020	1	1824250	1826163	+	1914	2
gene:AT1G06030	1	1826803	1828279	+	1477	13
gene:AT1G06040	1	1828340	1829983	-	1644	527
gene:AT1G06045	1	1829522	1829865	+	344	205
gene:AT1G06050	1	1830471	1832555	-	2085	35
gene:AT1G06060	1	1832941	1834861	+	1921	121
gene:AT1G06070	1	1834829	1837758	-	2930	165
gene:AT1G06080	1	1843463	1846311	+	2849	32
gene:AT1G06090	1	1846701	1849693	+	2993	13
gene:AT1G06100	1	1851472	1853019	+	1548	2
gene:AT1G06110	1	1853059	1855378	-	2320	134
gene:AT1G06120	1	1855910	1857718	+	1809	0
gene:AT1G06130	1	1857757	1860938	-	3182	265
gene:AT1G06135	1	1862184	1862742	+	559	0
gene:AT1G06137	1	1863425	1863840	-	416	0
gene:AT1G06140	1	1864774	1866999	+	2226	0
gene:AT1G06143	1	1867037	1868905	-	1869	19
gene:AT1G06150	1	1868989	1873730	-	4742	668
gene:AT1G06148	1	1874885	1877573	-	2689	6
gene:AT1G06160	1	1882907	1883992	+	1086	3
gene:AT1G06170	1	1884981	1886904	-	1924	2
gene:AT1G06180	1	1889362	1891276	+	1915	270
gene:AT1G06190	1	1892231	1894194	-	1964	171
gene:AT1G06200	1	1894289	1897027	-	2739	239
gene:AT1G06210	1	1897129	1899237	+	2109	210
gene:AT1G06220	1	1899951	1904897	+	4947	766
gene:AT1G06225	1	1905918	1906298	+	381	0
gene:AT1G06230	1	1906963	1911056	+	4094	603
gene:AT1G06240	1	1911095	1913295	+	2201	64
gene:AT1G06250	1	1913175	1914895	-	1721	13
gene:AT1G06260	1	1916430	1917585	+	1156	30
gene:AT1G06270	1	1917991	1919760	-	1770	31
gene:AT1G06280	1	1920307	1920949	-	643	0
gene:AT1G06290	1	1922208	1926278	+	4071	708
gene:AT1G06310	1	1926652	1930397	+	3746	0
gene:AT1G06320	1	1930523	1931449	+	927	0
gene:AT1G06330	1	1931229	1932429	-	1201	0
gene:AT1G06340	1	1933284	1934103	-	820	0
gene:AT1G06350	1	1935227	1936841	-	1615	41
gene:AT1G06360	1	1938862	1940496	-	1635	6
gene:AT1G06380	1	1944993	1946303	+	1311	57
gene:AT1G06390	1	1946746	1950860	+	4115	484
gene:AT1G06400	1	1950596	1952880	-	2285	469
gene:AT1G06410	1	1954674	1958866	+	4193	896
gene:AT1G06420	1	1958878	1960027	+	1150	18
gene:AT1G06430	1	1960031	1963189	-	3159	190
gene:AT1G06440	1	1963301	1965209	-	1909	28
gene:AT1G06450	1	1965840	1967219	+	1380	108
gene:AT1G06460	1	1967087	1969656	-	2570	141
gene:AT1G06470	1	1969658	1974526	+	4869	113
gene:AT1G06475	1	1973834	1974407	-	574	24
gene:AT1G06490	1	1978378	1989409	+	11032	380
gene:AT1G06500	1	1989479	1990730	+	1252	83
gene:AT1G06515	1	1990634	1992228	-	1595	92
gene:AT1G06510	1	1992229	1993841	+	1613	38
gene:AT1G06520	1	1993903	1996355	-	2453	641
gene:AT1G06530	1	2001382	2002802	+	1421	263
gene:AT1G06540	1	2001406	2003446	-	2041	274
gene:AT1G06550	1	2003627	2007212	-	3586	1117
gene:AT1G06560	1	2007615	2012006	+	4392	140
gene:AT1G06570	1	2011885	2013545	-	1661	263
gene:AT1G06580	1	2013996	2016273	-	2278	28
gene:AT1G06590	1	2016306	2024749	-	8444	103
gene:AT1G06620	1	2025544	2027413	+	1870	349
gene:AT1G06630	1	2027606	2031388	+	3783	145
gene:AT1G06640	1	2031626	2034112	+	2487	1297
gene:AT1G06645	1	2034156	2035824	+	1669	8
gene:AT1G06650	1	2035718	2037366	+	1649	287
gene:AT1G06660	1	2037311	2040419	-	3109	64
gene:AT1G06670	1	2040410	2047655	+	7246	820
gene:AT1G06680	1	2047634	2049439	+	1806	1653
gene:AT1G06690	1	2049400	2052170	-	2771	83
gene:AT1G06700	1	2052370	2055548	-	3179	458
gene:AT1G06710	1	2055745	2060429	-	4685	62
gene:AT1G06720	1	2060444	2067483	-	7040	449
gene:AT1G06730	1	2067509	2070455	+	2947	85
gene:AT1G06740	1	2070737	2073374	+	2638	56
gene:AT1G06750	1	2072979	2076505	+	3527	18
gene:AT1G06760	1	2076504	2077767	-	1264	1091
gene:AT1G06770	1	2078880	2082097	-	3218	39
gene:AT1G06780	1	2083311	2087141	+	3831	179
gene:AT1G06790	1	2087182	2089786	+	2605	123
gene:AT1G06800	1	2089417	2091686	-	2270	199
gene:AT1G06810	1	2091738	2092539	-	802	1
gene:AT1G06820	1	2092946	2096784	-	3839	176
gene:AT1G06830	1	2097106	2097655	+	550	4
gene:AT1G06840	1	2097747	2103507	-	5761	1084
gene:AT1G06850	1	2105048	2106749	+	1702	134
gene:AT1G06870	1	2108512	2110986	+	2475	155
gene:AT1G06890	1	2111323	2114686	-	3364	359
gene:AT1G06900	1	2114765	2120745	-	5981	446
gene:AT1G06910	1	2120991	2123801	+	2811	33
gene:AT1G06920	1	2124676	2125902	-	1227	0
gene:AT1G06923	1	2126670	2127570	+	901	1
gene:AT1G06925	1	2127704	2128611	-	908	0
gene:AT1G06930	1	2128843	2129883	+	1041	0
gene:AT1G06950	1	2130053	2135703	-	5651	1343
gene:AT1G06960	1	2135810	2137838	+	2029	46
gene:AT1G06970	1	2137871	2140975	+	3105	3
gene:AT1G06980	1	2142939	2143977	-	1039	1
gene:AT1G06990	1	2148342	2150152	+	1811	0
gene:AT1G07000	1	2150158	2152541	-	2384	85
gene:AT1G07010	1	2152798	2155269	+	2472	114
gene:AT1G07020	1	2155213	2156153	-	941	147
gene:AT1G07025	1	2157658	2158158	-	501	0
gene:AT1G07030	1	2158413	2160818	-	2406	132
gene:AT1G07040	1	2160919	2163387	-	2469	263
gene:AT1G07050	1	2163575	2165261	-	1687	1
gene:AT1G07060	1	2166348	2168397	-	2050	0
gene:AT1G07070	1	2168561	2169957	+	1397	88
gene:AT1G07080	1	2169977	2172194	+	2218	308
gene:AT1G07090	1	2173952	2175038	-	1087	165
gene:AT1G07110	1	2178022	2184193	-	6172	490
gene:AT1G07120	1	2184759	2186627	-	1869	12
gene:AT1G07130	1	2187776	2188733	+	958	66
gene:AT1G07135	1	2189877	2190784	-	908	168
gene:AT1G07140	1	2191679	2193836	-	2158	806
gene:AT1G07150	1	2193941	2195996	-	2056	58
gene:AT1G07160	1	2197854	2199773	-	1920	7
gene:AT1G07170	1	2199997	2201272	+	1276	65
gene:AT1G07175	1	2202278	2203366	+	1089	0
gene:AT1G07180	1	2204104	2207099	+	2996	2
gene:AT1G07190	1	2208013	2208177	+	165	0
gene:AT1G07200	1	2208477	2212718	-	4242	231
gene:AT1G07210	1	2215216	2216982	+	1767	244
gene:AT1G07220	1	2216925	2219649	-	2725	184
gene:AT1G07230	1	2220181	2223018	-	2838	267
gene:AT1G07240	1	2223625	2225524	+	1900	107
gene:AT1G07250	1	2225759	2227608	+	1850	115
gene:AT1G07260	1	2227594	2229357	-	1764	97
gene:AT1G07270	1	2229444	2233017	-	3574	5
gene:AT1G07280	1	2238017	2241471	+	3455	122
gene:AT1G07290	1	2242012	2244992	-	2981	15
gene:AT1G07300	1	2245693	2247240	-	1548	12
gene:AT1G07310	1	2247112	2248961	-	1850	296
gene:AT1G07320	1	2248967	2250529	+	1563	282
gene:AT1G07330	1	2250920	2254036	+	3117	0
gene:AT1G07340	1	2254822	2256850	+	2029	0
gene:AT1G07350	1	2257384	2260187	-	2804	947
gene:AT1G07360	1	2260317	2262923	-	2607	428
gene:AT1G07370	1	2263037	2264553	+	1517	154
gene:AT1G07380	1	2264634	2269121	-	4488	257
gene:AT1G07390	1	2269622	2274901	+	5280	40
gene:AT1G07400	1	2274926	2275783	+	858	42
gene:AT1G07410	1	2276030	2277524	+	1495	13
gene:AT1G07420	1	2277555	2280502	+	2948	182
gene:AT1G07430	1	2280746	2282828	-	2083	29
gene:AT1G07440	1	2286185	2287791	-	1607	15
gene:AT1G07450	1	2287926	2289336	-	1411	1
gene:AT1G07460	1	2289959	2291101	+	1143	0
gene:AT1G07470	1	2291369	2294558	+	3190	212
gene:AT1G07473	1	2294566	2295489	-	924	0
gene:AT1G07476	1	2295553	2296497	+	945	5
gene:AT1G07480	1	2296023	2299544	-	3522	161
gene:AT1G07485	1	2301375	2302121	+	747	0
gene:AT1G07490	1	2301380	2302021	-	642	0
gene:AT1G07510	1	2304435	2312399	+	7965	526
gene:AT1G07500	1	2304766	2305031	-	266	13
gene:AT1G07520	1	2309534	2312385	-	2852	69
gene:AT1G07530	1	2313581	2316507	-	2927	370
gene:AT1G07540	1	2318143	2321664	-	3522	0
gene:AT1G07550	1	2322543	2326570	-	4028	0
gene:AT1G07560	1	2327315	2331148	+	3834	0
gene:AT1G07570	1	2331136	2333767	-	2632	34
gene:AT1G07590	1	2336477	2339391	-	2915	2704
gene:AT1G07600	1	2338904	2339321	-	418	2475
gene:AT1G07610	1	2341447	2342148	+	702	371
gene:AT1G07615	1	2342198	2344314	-	2117	108
gene:AT1G07620	1	2344390	2346889	-	2500	15
gene:AT1G07630	1	2348915	2351799	+	2885	227
gene:AT1G07640	1	2353031	2356413	-	3383	117
gene:AT1G07650	1	2359111	2366736	-	7626	114
gene:AT1G07645	1	2367437	2368436	-	1000	0
gene:AT1G07660	1	2368833	2369735	+	903	123
gene:AT1G07670	1	2370020	2374607	-	4588	873
gene:AT1G07680	1	2376012	2377186	+	1175	0
gene:AT1G07690	1	2377976	2379207	+	1232	0
gene:AT1G07700	1	2379595	2381390	+	1796	111
gene:AT1G07705	1	2381555	2386157	+	4603	253
gene:AT1G07710	1	2386164	2388350	-	2187	7
gene:AT1G07720	1	2390531	2392628	-	2098	26
gene:AT1G07725	1	2394801	2397272	-	2472	84
gene:AT1G07740	1	2397442	2400508	-	3067	30
gene:AT1G07730	1	2397527	2398696	-	1170	11
gene:AT1G07745	1	2400589	2402942	-	2354	52
gene:AT1G07747	1	2403558	2403845	+	288	0
gene:AT1G07750	1	2403992	2406049	-	2058	440
gene:AT1G07770	1	2407411	2409791	-	2381	1116
gene:AT1G07780	1	2409865	2412777	-	2913	45
gene:AT1G07790	1	2412938	2413790	+	853	158
gene:AT1G07795	1	2414143	2414967	+	825	0
gene:AT1G07810	1	2416178	2420829	+	4652	663
gene:AT1G07820	1	2421089	2422066	-	978	457
gene:AT1G07830	1	2422126	2423803	+	1678	114
gene:AT1G07840	1	2424045	2426728	+	2684	111
gene:AT1G07850	1	2426705	2429225	+	2521	3
gene:AT1G07870	1	2428773	2432091	-	3319	233
gene:AT1G07860	1	2428911	2429431	-	521	2
gene:AT1G07880	1	2433896	2435858	-	1963	201
gene:AT1G07885	1	2435858	2436861	-	1004	2
gene:AT1G07890	1	2437281	2439665	+	2385	5300
gene:AT1G07900	1	2442570	2443746	+	1177	31
gene:AT1G07902	1	2443918	2445140	+	1223	11
gene:AT1G07901	1	2443971	2444123	-	153	2
gene:AT1G07910	1	2445437	2454645	+	9209	183
gene:AT1G07920	1	2454771	2457321	+	2551	2481
gene:AT1G07930	1	2458184	2460817	+	2634	3741
gene:AT1G07940	1	2462949	2465545	-	2597	2225
gene:AT1G07950	1	2465729	2467165	-	1437	69
gene:AT1G07960	1	2467145	2469316	+	2172	111
gene:AT1G07970	1	2469218	2472806	-	3589	135
gene:AT1G07980	1	2473165	2475128	-	1964	97
gene:AT1G07985	1	2475226	2476167	+	942	1
gene:AT1G07990	1	2476953	2483196	+	6244	419
gene:AT1G08000	1	2483240	2485726	-	2487	55
gene:AT1G08005	1	2485281	2485724	+	444	0
gene:AT1G08010	1	2485848	2488085	-	2238	116
gene:AT1G08030	1	2489409	2493327	-	3919	129
gene:AT1G08035	1	2494402	2495313	+	912	4
gene:AT1G08040	1	2495309	2498764	-	3456	141
gene:AT1G08050	1	2498794	2501581	-	2788	108
gene:AT1G08060	1	2501704	2511084	-	9381	300
gene:AT1G08065	1	2511647	2513454	-	1808	0
gene:AT1G08070	1	2514150	2516620	-	2471	9
gene:AT1G08080	1	2516991	2518611	-	1621	26
gene:AT1G08090	1	2524023	2526322	+	2300	1
gene:AT1G08100	1	2527170	2529120	-	1951	0
gene:AT1G08110	1	2535251	2537932	+	2682	351
gene:AT1G08120	1	2538615	2539661	+	1047	6
gene:AT1G08125	1	2539614	2542362	-	2749	128
gene:AT1G08130	1	2542663	2547946	-	5284	280
gene:AT1G08135	1	2548496	2551544	-	3049	0
gene:AT1G08140	1	2551935	2555229	-	3295	0
gene:AT1G08150	1	2556191	2559228	-	3038	0
gene:AT1G08160	1	2559413	2560432	-	1020	219
gene:AT1G08165	1	2561449	2562316	-	868	0
gene:AT1G08170	1	2562769	2563706	-	938	0
gene:AT1G08180	1	2564361	2565318	-	958	26
gene:AT1G08190	1	2567420	2573448	+	6029	621
gene:AT1G08200	1	2573818	2576844	-	3027	1100
gene:AT1G08210	1	2576984	2580754	-	3771	139
gene:AT1G08220	1	2581022	2583390	-	2369	53
gene:AT1G08230	1	2583594	2586969	-	3376	387
gene:AT1G08250	1	2588776	2590609	-	1834	196
gene:AT1G08260	1	2588854	2606892	+	18039	611
gene:AT1G08270	1	2606269	2607507	-	1239	80
gene:AT1G08280	1	2607877	2609971	+	2095	53
gene:AT1G08290	1	2609996	2613377	-	3382	130
gene:AT1G08300	1	2614774	2618823	+	4050	42
gene:AT1G08310	1	2618647	2620452	+	1806	59
gene:AT1G08315	1	2620335	2621545	-	1211	128
gene:AT1G08320	1	2621860	2628594	-	6735	282
gene:AT1G08340	1	2630891	2632871	+	1981	59
gene:AT1G08350	1	2632810	2635866	-	3057	102
gene:AT1G08360	1	2635939	2638004	+	2066	1184
gene:AT1G08370	1	2638037	2640663	+	2627	366
gene:AT1G08380	1	2640803	2641934	-	1132	493
gene:AT1G08390	1	2642072	2643285	+	1214	22
gene:AT1G08400	1	2643019	2646048	-	3030	68
gene:AT1G08410	1	2646144	2649440	+	3297	180
gene:AT1G08420	1	2649459	2657120	+	7662	497
gene:AT1G08430	1	2658602	2661310	+	2709	19
gene:AT1G08440	1	2662967	2665584	+	2618	2
gene:AT1G08450	1	2667798	2671957	-	4160	441
gene:AT1G08460	1	2672198	2674721	+	2524	171
gene:AT1G08465	1	2675813	2679824	+	4012	3
gene:AT1G08470	1	2682058	2684171	-	2114	62
gene:AT1G08480	1	2684176	2685702	+	1527	361
gene:AT1G08490	1	2685659	2688658	-	3000	158
gene:AT1G08500	1	2688880	2690250	+	1371	8
gene:AT1G08510	1	2691062	2694547	-	3486	1013
gene:AT1G08520	1	2696381	2701022	+	4642	636
gene:AT1G08530	1	2700981	2703162	+	2182	54
gene:AT1G08540	1	2703295	2706860	+	3566	199
gene:AT1G08550	1	2706868	2709988	+	3121	138
gene:AT1G08560	1	2709525	2711000	-	1476	277
gene:AT1G08570	1	2712694	2714833	+	2140	225
gene:AT1G08580	1	2714994	2716532	-	1539	165
gene:AT1G08590	1	2718538	2722280	+	3743	62
gene:AT1G08600	1	2723677	2733613	+	9937	538
gene:AT1G08610	1	2733596	2735819	-	2224	50
gene:AT1G08620	1	2736656	2743881	+	7226	418
gene:AT1G08630	1	2743761	2747967	-	4207	7
gene:AT1G08640	1	2748361	2751620	-	3260	275
gene:AT1G08645	1	2751813	2752595	-	783	14
gene:AT1G08650	1	2752124	2753809	+	1686	35
gene:AT1G08660	1	2756904	2759889	-	2986	275
gene:AT1G08670	1	2760183	2761599	-	1417	0
gene:AT1G08680	1	2762584	2768967	+	6384	363
gene:AT1G08695	1	2768965	2769508	-	544	0
gene:AT1G08700	1	2769615	2771477	-	1863	268
gene:AT1G08710	1	2771620	2773531	+	1912	53
gene:AT1G08720	1	2773941	2779308	+	5368	459
gene:AT1G08730	1	2779438	2788477	+	9040	5
gene:AT1G08750	1	2801042	2804711	+	3670	117
gene:AT1G08760	1	2805044	2808623	+	3580	268
gene:AT1G08770	1	2808760	2809775	+	1016	71
gene:AT1G08780	1	2809778	2811313	-	1536	98
gene:AT1G08790	1	2811989	2812782	+	794	0
gene:AT1G08800	1	2812818	2818071	-	5254	330
gene:AT1G08810	1	2819065	2820478	-	1414	82
gene:AT1G08820	1	2821354	2825481	-	4128	385
gene:AT1G08830	1	2827060	2829315	+	2256	2514
gene:AT1G08840	1	2829105	2838855	-	9751	821
gene:AT1G08845	1	2838789	2841134	+	2346	36
gene:AT1G08860	1	2841969	2846350	+	4382	3
gene:AT1G08880	1	2846894	2848100	-	1207	367
gene:AT1G08890	1	2848149	2852270	+	4122	63
gene:AT1G08900	1	2852363	2855941	+	3579	19
gene:AT1G08910	1	2856162	2861170	+	5009	684
gene:AT1G08920	1	2867203	2870745	+	3543	503
gene:AT1G08930	1	2873300	2877270	+	3971	809
gene:AT1G08940	1	2877430	2879169	+	1740	300
gene:AT1G08960	1	2879506	2882234	+	2729	56
gene:AT1G08970	1	2882491	2884342	+	1852	342
gene:AT1G08980	1	2884351	2886621	+	2271	239
gene:AT1G08985	1	2887245	2887706	+	462	0
gene:AT1G08990	1	2888427	2890965	+	2539	121
gene:AT1G09000	1	2891019	2895182	+	4164	80
gene:AT1G09010	1	2895166	2899446	-	4281	551
gene:AT1G09020	1	2899776	2904862	-	5087	401
gene:AT1G09030	1	2908611	2909032	-	422	0
gene:AT1G09040	1	2911250	2915406	+	4157	52
gene:AT1G09050	1	2916968	2921111	+	4144	49
gene:AT1G09060	1	2921064	2925826	-	4763	470
gene:AT1G09070	1	2927502	2929107	+	1606	2841
gene:AT1G09080	1	2929217	2931850	-	2634	10
gene:AT1G09090	1	2932739	2936586	+	3848	8
gene:AT1G09100	1	2936528	2939363	-	2836	258
gene:AT1G09130	1	2939568	2942345	-	2778	508
gene:AT1G09140	1	2942538	2945976	-	3439	393
gene:AT1G09150	1	2946030	2949159	+	3130	234
gene:AT1G09155	1	2949621	2950989	-	1369	2
gene:AT1G09157	1	2951635	2952490	-	856	0
gene:AT1G09160	1	2952597	2955745	-	3149	277
gene:AT1G09170	1	2956261	2962546	-	6286	6
gene:AT1G09176	1	2964015	2964727	+	713	0
gene:AT1G09180	1	2965023	2965972	+	950	0
gene:AT1G09190	1	2966120	2967733	-	1614	17
gene:AT1G09195	1	2967940	2971568	-	3629	28
gene:AT1G09200	1	2971571	2972334	-	764	528
gene:AT1G09210	1	2972638	2977002	-	4365	2023
gene:AT1G09220	1	2977792	2979466	-	1675	7
gene:AT1G09230	1	2979511	2982713	-	3203	148
gene:AT1G09240	1	2984829	2986231	+	1403	13
gene:AT1G09245	1	2986874	2987393	-	520	0
gene:AT1G09250	1	2989141	2990427	+	1287	32
gene:AT1G09260	1	2993381	2993820	+	440	0
gene:AT1G09270	1	2994331	2998222	+	3892	379
gene:AT1G09280	1	2998100	3001362	-	3263	151
gene:AT1G09290	1	3001439	3003762	-	2324	76
gene:AT1G09300	1	3003495	3008381	+	4887	115
gene:AT1G09310	1	3008910	3009898	+	989	431
gene:AT1G09320	1	3009890	3012407	-	2518	48
gene:AT1G09330	1	3012739	3015255	-	2517	118
gene:AT1G09340	1	3015237	3018542	+	3306	231
gene:AT1G09350	1	3019639	3021443	+	1805	3
gene:AT1G09360	1	3021802	3022368	+	567	0
gene:AT1G09370	1	3024877	3025539	+	663	1
gene:AT1G09380	1	3026062	3029549	-	3488	164
gene:AT1G09390	1	3031046	3033582	+	2537	161
gene:AT1G09400	1	3033512	3035396	-	1885	6
gene:AT1G09410	1	3035400	3037687	+	2288	20
gene:AT1G09415	1	3037754	3038408	-	655	118
gene:AT1G09420	1	3038462	3041873	-	3412	261
gene:AT1G09430	1	3041996	3045541	+	3546	711
gene:AT1G09440	1	3045259	3048006	-	2748	81
gene:AT1G09450	1	3048966	3053163	+	4198	62
gene:AT1G09460	1	3053698	3055360	+	1663	1280
gene:AT1G09470	1	3055231	3057543	-	2313	119
gene:AT1G09480	1	3057975	3060757	+	2783	47
gene:AT1G09483	1	3061170	3061743	-	574	0
gene:AT1G09490	1	3063936	3065949	+	2014	130
gene:AT1G09500	1	3066674	3068796	+	2123	31
gene:AT1G09510	1	3069357	3070910	+	1554	0
gene:AT1G09520	1	3070915	3072074	-	1160	114
gene:AT1G09530	1	3075768	3079654	+	3887	85
gene:AT1G09540	1	3086101	3087914	+	1814	2
gene:AT1G09550	1	3089576	3092327	-	2752	0
gene:AT1G09560	1	3093644	3094954	+	1311	1089
gene:AT1G09570	1	3095160	3100819	-	5660	1259
gene:AT1G09575	1	3101149	3103677	-	2529	53
gene:AT1G09580	1	3104492	3106366	+	1875	37
gene:AT1G09590	1	3106367	3107801	+	1435	1326
gene:AT1G09600	1	3107896	3111552	+	3657	5
gene:AT1G09610	1	3111694	3112873	+	1180	2
gene:AT1G09620	1	3112778	3116699	-	3922	1037
gene:AT1G09625	1	3117137	3117567	-	431	0
gene:AT1G09630	1	3118155	3119815	-	1661	107
gene:AT1G09640	1	3119739	3122542	+	2804	1947
gene:AT1G09645	1	3122926	3124667	+	1742	75
gene:AT1G09650	1	3125175	3127284	+	2110	5
gene:AT1G09660	1	3127762	3131094	-	3333	360
gene:AT1G09665	1	3133008	3133674	+	667	0
gene:AT1G09680	1	3133885	3135976	-	2092	24
gene:AT1G09690	1	3136188	3137684	-	1497	1988
gene:AT1G09700	1	3137649	3140353	-	2705	103
gene:AT1G09710	1	3140862	3144381	+	3520	47
gene:AT1G09720	1	3144438	3147303	-	2866	0
gene:AT1G09730	1	3147637	3154404	-	6768	302
gene:AT1G09740	1	3154390	3156376	+	1987	34
gene:AT1G09750	1	3157501	3159148	+	1648	46
gene:AT1G09760	1	3159125	3161692	-	2568	248
gene:AT1G09770	1	3161832	3165616	+	3785	1273
gene:AT1G09780	1	3165370	3167924	-	2555	1171
gene:AT1G09790	1	3168434	3171018	-	2585	1
gene:AT1G09794	1	3171905	3173510	+	1606	18
gene:AT1G09795	1	3173534	3176910	+	3377	218
gene:AT1G09800	1	3176883	3180734	-	3852	54
gene:AT1G09810	1	3180926	3184224	-	3299	139
gene:AT1G09812	1	3187442	3188854	+	1413	89
gene:AT1G09815	1	3189301	3190242	+	942	164
gene:AT1G09820	1	3190254	3192488	-	2235	20
gene:AT1G09830	1	3192568	3195044	-	2477	181
gene:AT1G09840	1	3195719	3200403	-	4685	523
gene:AT1G09850	1	3201685	3204150	+	2466	229
gene:AT1G09860	1	3204016	3205411	-	1396	13
gene:AT1G09870	1	3205579	3208714	+	3136	178
gene:AT1G09880	1	3208712	3213468	-	4757	43
gene:AT1G09890	1	3214049	3217603	-	3555	68
gene:AT1G09900	1	3218133	3219929	+	1797	57
gene:AT1G09910	1	3220035	3224541	-	4507	334
gene:AT1G09920	1	3224684	3227083	-	2400	181
gene:AT1G09930	1	3227490	3230257	-	2768	2
gene:AT1G09932	1	3230450	3233259	-	2810	63
gene:AT1G09935	1	3233924	3235530	-	1607	1
gene:AT1G09940	1	3236908	3239554	-	2647	435
gene:AT1G09950	1	3240531	3241863	-	1333	77
gene:AT1G09960	1	3243986	3247216	+	3231	183
gene:AT1G09970	1	3252098	3255782	+	3685	7228
gene:AT1G09980	1	3256189	3261741	-	5553	269
gene:AT1G09995	1	3262222	3263642	-	1421	56
gene:AT1G10000	1	3263850	3265176	-	1327	2
gene:AT1G10010	1	3265886	3268823	+	2938	0
gene:AT1G10020	1	3269539	3272110	-	2572	48
gene:AT1G10030	1	3273753	3275953	+	2201	65
gene:AT1G10040	1	3275891	3278779	-	2889	78
gene:AT1G10050	1	3278792	3283631	+	4840	249
gene:AT1G10060	1	3284073	3287292	+	3220	18
gene:AT1G10070	1	3288087	3290471	+	2385	41
gene:AT1G10090	1	3290311	3296198	-	5888	159
gene:AT1G10095	1	3296516	3300516	-	4001	56
gene:AT1G10100	1	3300697	3301489	-	793	0
gene:AT1G10110	1	3302564	3303938	+	1375	6
gene:AT1G10120	1	3304039	3306956	-	2918	70
gene:AT1G10130	1	3310930	3322269	+	11340	377
gene:AT1G10140	1	3322554	3323735	-	1182	1339
gene:AT1G10150	1	3325799	3327614	+	1816	116
gene:AT1G10155	1	3325825	3328448	-	2624	123
gene:AT1G10170	1	3333504	3338188	-	4685	582
gene:AT1G10180	1	3338185	3341628	-	3444	273
gene:AT1G10190	1	3343686	3345632	-	1947	0
gene:AT1G10200	1	3346383	3348139	-	1757	533
gene:AT1G10210	1	3349082	3351180	+	2099	55
gene:AT1G10220	1	3351923	3353122	+	1200	0
gene:AT1G10225	1	3354243	3354856	+	614	0
gene:AT1G10230	1	3355675	3356151	+	477	45
gene:AT1G10240	1	3356627	3359853	-	3227	119
gene:AT1G10250	1	3360087	3360508	-	422	0
gene:AT1G10270	1	3363432	3366493	+	3062	209
gene:AT1G10280	1	3366493	3369125	-	2633	49
gene:AT1G10290	1	3370402	3377463	+	7062	811
gene:AT1G10300	1	3377878	3380414	+	2537	4
gene:AT1G10310	1	3381447	3384003	-	2557	119
gene:AT1G10320	1	3384118	3388376	-	4259	323
gene:AT1G10330	1	3388599	3390150	+	1552	7
gene:AT1G10340	1	3390322	3392633	-	2312	33
gene:AT1G10350	1	3392943	3395181	-	2239	83
gene:AT1G10360	1	3395551	3396953	-	1403	31
gene:AT1G10370	1	3396883	3398358	-	1476	43
gene:AT1G10380	1	3400554	3402420	+	1867	79
gene:AT1G10385	1	3403132	3405920	+	2789	0
gene:AT1G10390	1	3406956	3412874	-	5919	1971
gene:AT1G10395	1	3412474	3412742	+	269	30
gene:AT1G10400	1	3414823	3416474	-	1652	2
gene:AT1G10410	1	3416430	3419691	-	3262	745
gene:AT1G10417	1	3424186	3427531	-	3346	19
gene:AT1G10430	1	3428478	3430924	-	2447	132
gene:AT1G10450	1	3431764	3438370	+	6607	321
gene:AT1G10455	1	3438555	3439013	+	459	0
gene:AT1G10460	1	3439030	3440359	-	1330	32
gene:AT1G10470	1	3441988	3444360	-	2373	972
gene:AT1G10480	1	3449567	3451226	+	1660	130
gene:AT1G10490	1	3453191	3460620	+	7430	230
gene:AT1G10500	1	3460000	3461485	-	1486	164
gene:AT1G10510	1	3461635	3465786	+	4152	188
gene:AT1G10520	1	3465926	3469455	+	3530	29
gene:AT1G10522	1	3469512	3471488	+	1977	38
gene:AT1G10530	1	3471456	3472674	-	1219	9
gene:AT1G10540	1	3474858	3478028	-	3171	86
gene:AT1G10550	1	3479066	3481041	-	1976	110
gene:AT1G10560	1	3484399	3486965	+	2567	5
gene:AT1G10570	1	3487386	3491277	+	3892	303
gene:AT1G10580	1	3491258	3493834	-	2577	365
gene:AT1G10585	1	3493770	3495244	-	1475	92
gene:AT1G10586	1	3496911	3499439	-	2529	5
gene:AT1G10588	1	3501145	3501904	+	760	0
gene:AT1G10590	1	3501988	3503544	-	1557	388
gene:AT1G10600	1	3503640	3506159	+	2520	92
gene:AT1G10610	1	3506186	3509006	+	2821	23
gene:AT1G10620	1	3509001	3512321	-	3321	0
gene:AT1G10630	1	3512739	3514824	-	2086	504
gene:AT1G10640	1	3515182	3518035	-	2854	68
gene:AT1G10650	1	3523986	3526531	-	2546	282
gene:AT1G10657	1	3530353	3532017	+	1665	100
gene:AT1G10660	1	3532229	3535137	+	2909	143
